frame_name,fight_prob,pred_label
00000.jpg,0.9999799728393555,1
00001.jpg,0.9999785423278809,1
00002.jpg,0.9999746084213257,1
00003.jpg,0.999976396560669,1
00004.jpg,0.9999819993972778,1
00005.jpg,0.999980092048645,1
00006.jpg,0.9999814033508301,1
00007.jpg,0.9999834299087524,1
00008.jpg,0.9999856948852539,1
00009.jpg,0.9999878406524658,1
00010.jpg,0.9999837875366211,1
00011.jpg,0.9999817609786987,1
00012.jpg,0.9999736547470093,1
00013.jpg,0.999977707862854,1
00014.jpg,0.9999804496765137,1
00015.jpg,0.9999815225601196,1
00016.jpg,0.9999815225601196,1
00017.jpg,0.9999840259552002,1
00018.jpg,0.9999825954437256,1
00019.jpg,0.9999833106994629,1
00020.jpg,0.9999860525131226,1
00021.jpg,0.9999842643737793,1
00022.jpg,0.9999849796295166,1
00023.jpg,0.9999805688858032,1
00024.jpg,0.9999792575836182,1
00025.jpg,0.9999814033508301,1
00026.jpg,0.9999815225601196,1
00027.jpg,0.9999839067459106,1
00028.jpg,0.9999817609786987,1
00029.jpg,0.9999853372573853,1
00030.jpg,0.9999841451644897,1
00031.jpg,0.9999852180480957,1
00032.jpg,0.9999868869781494,1
00033.jpg,0.9999774694442749,1
00034.jpg,0.9999797344207764,1
00035.jpg,0.9999732971191406,1
00036.jpg,0.999980092048645,1
00037.jpg,0.9999752044677734,1
00038.jpg,0.999974250793457,1
00039.jpg,0.9999754428863525,1
00040.jpg,0.999981164932251,1
00041.jpg,0.99997878074646,1
00042.jpg,0.999977707862854,1
00043.jpg,0.999968409538269,1
00044.jpg,0.9999690055847168,1
00045.jpg,0.9999725818634033,1
00046.jpg,0.9999855756759644,1
00047.jpg,0.9999842643737793,1
00048.jpg,0.9999775886535645,1
00049.jpg,0.9999788999557495,1
00050.jpg,0.9999825954437256,1
00051.jpg,0.9999810457229614,1
00052.jpg,0.999981164932251,1
00053.jpg,0.9999822378158569,1
00054.jpg,0.9999833106994629,1
00055.jpg,0.9999877214431763,1
00056.jpg,0.9999876022338867,1
00057.jpg,0.9999876022338867,1
00058.jpg,0.9999855756759644,1
00059.jpg,0.9999822378158569,1
00060.jpg,0.9999854564666748,1
00061.jpg,0.9999852180480957,1
00062.jpg,0.9999858140945435,1
00063.jpg,0.9999867677688599,1
00064.jpg,0.9999876022338867,1
00065.jpg,0.9999868869781494,1
00066.jpg,0.999987006187439,1
00067.jpg,0.999987006187439,1
00068.jpg,0.9999892711639404,1
00069.jpg,0.9999822378158569,1
00070.jpg,0.9999794960021973,1
00071.jpg,0.9999792575836182,1
00072.jpg,0.9999819993972778,1
00073.jpg,0.9999817609786987,1
00074.jpg,0.999980092048645,1
00075.jpg,0.9999803304672241,1
00076.jpg,0.999975323677063,1
00077.jpg,0.999975323677063,1
00078.jpg,0.9999743700027466,1
00079.jpg,0.9999762773513794,1
00080.jpg,0.9999798536300659,1
00081.jpg,0.9999794960021973,1
00082.jpg,0.9999828338623047,1
00083.jpg,0.9999793767929077,1
00084.jpg,0.9999783039093018,1
00085.jpg,0.9999780654907227,1
00086.jpg,0.9999707937240601,1
00087.jpg,0.9999727010726929,1
00088.jpg,0.9999746084213257,1
00089.jpg,0.9999758005142212,1
00090.jpg,0.9999803304672241,1
00091.jpg,0.999981164932251,1
00092.jpg,0.9999818801879883,1
00093.jpg,0.9999842643737793,1
00094.jpg,0.9999840259552002,1
00095.jpg,0.9999850988388062,1
00096.jpg,0.9999866485595703,1
00097.jpg,0.999988317489624,1
00098.jpg,0.9999881982803345,1
00099.jpg,0.9999867677688599,1
00100.jpg,0.9999876022338867,1
00101.jpg,0.999987006187439,1
00102.jpg,0.9999867677688599,1
00103.jpg,0.9999856948852539,1
00104.jpg,0.9999853372573853,1
00105.jpg,0.9999858140945435,1
00106.jpg,0.9999898672103882,1
